,examine,id,members,lowalch,limit,value,highalch,icon,name
2671,A pile of Oak tree leaves.,6022,True,1.0,,1.0,1.0,Oak leaves.png,Oak leaves
2672,Logs cut from an oak tree.,1521,False,8.0,15000.0,20.0,12.0,Oak logs.png,Oak logs
2673,A nice sturdy bow made out of oak.,845,False,64.0,18000.0,160.0,96.0,Oak longbow.png,Oak longbow
2674,An unstrung oak longbow; I need a bowstring for this.,56,True,32.0,10000.0,80.0,48.0,Oak longbow (u).png,Oak longbow (u)
2675,How does it all fit in there?,9852,True,4.0,500.0,10.0,6.0,Oak magic wardrobe (flatpack).png,Oak magic wardrobe (flatpack)
2676,A plank of sturdy oak.,8778,True,100.0,13000.0,250.0,150.0,Oak plank.png,Oak plank
2677,Oak logs prepared with sacred oil for a funeral pyre.,3440,True,16.0,11000.0,40.0,24.0,Oak pyre logs.png,Oak pyre logs
2678,A boat repair kit made from oak.,31967,True,160.0,13000.0,400.0,240.0,Oak repair kit.png,Oak repair kit
2679,The roots of the Oak tree.,6043,True,1.0,11000.0,1.0,1.0,Oak roots.png,Oak roots
2680,This sapling is ready to be replanted in a tree patch.,5370,True,1.0,200.0,1.0,1.0,Oak sapling.png,Oak sapling
2681,How does it all fit in there?,8598,True,4.0,500.0,10.0,6.0,Oak shaving stand (flatpack).png,Oak shaving stand (flatpack)
2682,A solid oaken shield.,22251,True,32.0,18000.0,80.0,48.0,Oak shield.png,Oak shield
2683,"A shortbow made out of oak, still effective.",843,False,40.0,18000.0,100.0,60.0,Oak shortbow.png,Oak shortbow
2684,An unstrung oak shortbow; I need a bowstring for this.,54,True,20.0,10000.0,50.0,30.0,Oak shortbow (u).png,Oak shortbow (u)
2685,An oak crossbow stock.,9442,True,10.0,10000.0,27.0,16.0,Oak stock.png,Oak stock
2686,How does it all fit in there?,9849,True,4.0,500.0,10.0,6.0,Oak toy box (flatpack).png,Oak toy box (flatpack)
2687,How does it all fit in there?,9862,True,4.0,500.0,10.0,6.0,Oak treasure chest (flatpack).png,Oak treasure chest (flatpack)
2688,How does it all fit in there?,8614,True,4.0,500.0,10.0,6.0,Oak wardrobe (flatpack).png,Oak wardrobe (flatpack)
2689,"A set containing a Oathplate helm, Oathplate chest, and Oathplate legs.",30744,True,58000.0,,145000.0,87000.0,Oathplate armour set.png,Oathplate armour set
2690,A chestplate forged from infernal metal.,30753,True,240000.0,,600000.0,360000.0,Oathplate chest.png,Oathplate chest
2691,A helm forged from infernal metal.,30750,True,80000.0,,200000.0,120000.0,Oathplate helm.png,Oathplate helm
2692,Platelegs forged from infernal metal.,30756,True,160000.0,,400000.0,240000.0,Oathplate legs.png,Oathplate legs
2693,A strange metal from a distant realm. It has long since lost its luster.,30765,True,400.0,,1000.0,600.0,Oathplate shards 5.png,Oathplate shards
2694,"A set containing an Obsidian helmet, platebody and platelegs.",21279,True,50400.0,5.0,126000.0,75600.0,Obsidian armour set.png,Obsidian armour set
2695,A cape of woven obsidian plates.,6568,True,24000.0,70.0,60000.0,36000.0,Obsidian cape.png,Obsidian cape
2696,A cape of woven obsidian plates.,20050,True,24000.0,70.0,60000.0,36000.0,Obsidian cape (r).png,Obsidian cape (r)
2697,Provides excellent protection.,21298,True,22528.0,70.0,56320.0,33792.0,Obsidian helmet.png,Obsidian helmet
2698,Provides excellent protection.,21301,True,33600.0,70.0,84000.0,50400.0,Obsidian platebody.png,Obsidian platebody
2699,Provides excellent protection.,21304,True,26800.0,70.0,67000.0,40200.0,Obsidian platelegs.png,Obsidian platelegs
2700,A smokey evil embodies this amulet.,12002,True,18000.0,8.0,45000.0,27000.0,Occult necklace.png,Occult necklace
2701,Use on an occult necklace to make it look fancier!,20065,True,2000.0,4.0,5000.0,3000.0,Occult ornament kit.png,Occult ornament kit
2702,A muddy yellow snail shell helmet.,3331,True,120.0,150.0,300.0,180.0,Ochre snelm.png,Ochre snelm
2703,A broken shield piece.,11928,True,12400.0,10000.0,31000.0,18600.0,Odium shard 1.png,Odium shard 1
2704,A broken shield piece.,11929,True,12400.0,10000.0,31000.0,18600.0,Odium shard 2.png,Odium shard 2
2705,A broken shield piece.,11930,True,12400.0,10000.0,31000.0,18600.0,Odium shard 3.png,Odium shard 3
2706,"An ancient, evil shield forged by Volcanic heat.",11926,True,18000.0,8.0,45000.0,27000.0,Odium ward.png,Odium ward
2707,A large ogre arrow with a bone tip.,2866,True,10.0,7000.0,25.0,15.0,Ogre arrow 5.png,Ogre arrow
2708,A wooden arrow shaft.,2864,True,1.0,7000.0,1.0,1.0,Ogre arrow shaft 5.png,Ogre arrow shaft
2709,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,True,40.0,3000.0,100.0,60.0,Ogre coffin key.png,Ogre coffin key
2710,Not the genie sort.,4522,True,11.0,40.0,28.0,16.0,Oil lamp.png,Oil lamp
2711,An unlit oil lantern.,4537,True,50.0,40.0,125.0,75.0,Oil lantern.png,Oil lantern
2712,Add the glass to complete.,4540,True,36.0,10000.0,90.0,54.0,Oil lantern frame.png,Oil lantern frame
2713,Lost in time.,20029,True,1600.0,4.0,4000.0,2400.0,Old demon mask.png,Old demon mask
2714,This bond can be redeemed for membership.,13190,False,,100.0,2000000.0,,Old school bond.png,Old school bond
2715,1 dose of olive oil.,3428,True,5.0,10000.0,14.0,8.0,Olive oil(1).png,Olive oil(1)
2716,2 doses of olive oil.,3426,True,6.0,10000.0,17.0,10.0,Olive oil(2).png,Olive oil(2)
2717,3 doses of olive oil.,3424,True,8.0,10000.0,20.0,12.0,Olive oil(3).png,Olive oil(3)
2718,4 doses of olive oil.,3422,True,8.0,10000.0,22.0,13.0,Olive oil(4).png,Olive oil(4)
2719,A strong smelling onion.,1957,False,1.0,13000.0,3.0,1.0,Onion.png,Onion
2720,A mixture of chopped onions and tomatoes in a bowl.,1875,True,2.0,11000.0,5.0,3.0,Onion & tomato.png,Onion & tomato
2721,An onion seed - plant in an allotment.,5319,True,1.0,600.0,3.0,1.0,Onion seed 5.png,Onion seed
2722,There are 10 onions in this sack.,5458,True,1.0,600.0,1.0,1.0,Onions(10).png,Onions(10)
2723,This looks valuable.,6573,True,80000.0,11000.0,200000.0,120000.0,Onyx.png,Onyx
2724,I wonder if I can get this enchanted.,6581,True,80400.0,10000.0,201000.0,120600.0,Onyx amulet.png,Onyx amulet
2725,It needs a string so I can wear it.,6579,True,80400.0,10000.0,201000.0,120600.0,Onyx amulet (u).png,Onyx amulet (u)
2726,Onyx bolt tips.,9194,True,400.0,11000.0,1000.0,600.0,Onyx bolt tips 5.png,Onyx bolt tips
2727,Onyx tipped Runite crossbow bolts.,9342,True,5453.0,11000.0,13633.0,8179.0,Onyx bolts 5.png,Onyx bolts
2728,Enchanted Onyx tipped Runite Crossbow Bolts.,9245,True,6000.0,11000.0,15000.0,9000.0,Onyx bolts (e) 5.png,Onyx bolts (e)
2729,"Yep, this is most definitely valuable!",11130,True,80400.0,10000.0,201000.0,120600.0,Onyx bracelet.png,Onyx bracelet
2730,"Dragon crossbow bolts, tipped with onyx.",21973,True,5560.0,11000.0,13900.0,8340.0,Onyx dragon bolts 5.png,Onyx dragon bolts
2731,"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,True,6320.0,11000.0,15800.0,9480.0,Onyx dragon bolts (e) 5.png,Onyx dragon bolts (e)
2732,I wonder if this is valuable.,6577,True,80400.0,10000.0,201000.0,120600.0,Onyx necklace.png,Onyx necklace
2733,A valuable ring.,6575,True,80400.0,10000.0,201000.0,120600.0,Onyx ring.png,Onyx ring
2734,A semi precious stone.,1609,True,40.0,13000.0,100.0,60.0,Opal.png,Opal
2735,I wonder if I can get this enchanted.,21108,True,360.0,10000.0,900.0,540.0,Opal amulet.png,Opal amulet
2736,It needs a string so I can wear it.,21099,True,360.0,10000.0,900.0,540.0,Opal amulet (u).png,Opal amulet (u)
2737,Opal bolt tips.,45,True,2.0,11000.0,7.0,4.0,Opal bolt tips 5.png,Opal bolt tips
2738,Opal tipped Bronze crossbow bolts.,879,True,2.0,11000.0,7.0,4.0,Opal bolts 5.png,Opal bolts
2739,Enchanted Opal tipped Bronze Crossbow Bolts.,9236,True,2.0,11000.0,7.0,4.0,Opal bolts (e) 5.png,Opal bolts (e)
2740,I wonder if this is valuable.,21117,True,460.0,10000.0,1150.0,690.0,Opal bracelet.png,Opal bracelet
2741,"Dragon crossbow bolts, tipped with opal.",21955,True,220.0,11000.0,550.0,330.0,Opal dragon bolts 5.png,Opal dragon bolts
2742,"Enchanted Dragon crossbow bolts, tipped with opal.",21932,True,232.0,11000.0,580.0,348.0,Opal dragon bolts (e) 5.png,Opal dragon bolts (e)
2743,A jungle specific slashing device.,6313,True,200.0,15.0,500.0,300.0,Opal machete.png,Opal machete
2744,I wonder if this is valuable.,21090,True,420.0,10000.0,1050.0,630.0,Opal necklace.png,Opal necklace
2745,A valuable ring.,21081,True,420.0,10000.0,1050.0,630.0,Opal ring.png,Opal ring
2746,How does it all fit in there?,8560,True,4.0,500.0,10.0,6.0,Opulent table (flatpack).png,Opulent table (flatpack)
2747,A fresh orange.,2108,True,1.0,13000.0,2.0,1.0,Orange.png,Orange
2748,Stylish!,7321,True,90.0,4.0,225.0,135.0,Orange boater.png,Orange boater
2749,A thick orange cape.,1031,False,12.0,150.0,32.0,19.0,Orange cape.png,Orange cape
2750,Fresh chunks of orange.,2110,True,1.0,13000.0,2.0,1.0,Orange chunks.png,Orange chunks
2751,A little bottle of orange dye.,1769,False,2.0,150.0,5.0,3.0,Orange dye.png,Orange dye
2752,A fairly plain feather.,10091,True,6.0,8000.0,15.0,9.0,Orange feather.png,Orange feather
2753,A posy of flowers.,2470,True,40.0,150.0,100.0,60.0,Orange flowers.png,Orange flowers
2754,Slightly slimy but kind of cute.,10146,True,40.0,125.0,100.0,60.0,Orange salamander.png,Orange salamander
2755,This sapling is ready to be replanted in a fruit tree patch.,5498,True,1.0,200.0,1.0,1.0,Orange sapling.png,Orange sapling
2756,Fresh orange slices.,2112,True,1.0,13000.0,2.0,1.0,Orange slices.png,Orange slices
2757,Plant in a plantpot of soil to grow a sapling.,5285,True,12.0,200.0,31.0,18.0,Orange tree seed 5.png,Orange tree seed
2758,A fruit basket filled with oranges.,5396,True,1.0,600.0,1.0,1.0,Oranges(5).png,Oranges(5)
2759,This handle can be applied to the granite maul.,24229,True,2000.0,50.0,5000.0,3000.0,Ornate maul handle.png,Ornate maul handle
2760,Osman's trade report for Ali Morrisane.,26602,False,1.0,0.0,1.0,1.0,Osman's report.png,Osman's report
2761,A deadly sword created long ago.,26219,True,400000.0,8.0,1000000.0,600000.0,Osmumten's fang.png,Osmumten's fang
2762,A teleport to the Ourania cave.,24951,True,1.0,10000.0,1.0,1.0,Ourania teleport (tablet).png,Ourania teleport (tablet)
2763,Ancient ogre bones from the ogre burial tomb.,4834,True,1.0,7500.0,1.0,1.0,Ourg bones.png,Ourg bones
2764,Maybe there are pearls inside?,407,True,80.0,11000.0,200.0,120.0,Oyster.png,Oyster
2765,I could work wonders with a chisel on this pearl.,411,True,44.0,11000.0,112.0,67.0,Oyster pearl.png,Oyster pearl
2766,I could work wonders with a chisel on these pearls.,413,True,560.0,11000.0,1400.0,840.0,Oyster pearls.png,Oyster pearls
2767,A teleport to Paddewwa.,12781,True,1.0,10000.0,1.0,1.0,Paddewwa teleport (tablet).png,Paddewwa teleport (tablet)
2768,This sapling is ready to be replanted in a fruit tree patch.,5502,True,1.0,200.0,1.0,1.0,Palm sapling.png,Palm sapling
2769,Plant in a plantpot of soil to grow a sapling.,5289,True,101.0,200.0,254.0,152.0,Palm tree seed 5.png,Palm tree seed
2770,"Alas, someone has slashed my pantaloons.",10396,True,800.0,4.0,2000.0,1200.0,Pantaloons.png,Pantaloons
2771,Looks delicious.,5972,True,25.0,11000.0,64.0,38.0,Papaya fruit.png,Papaya fruit
2772,This sapling is ready to be replanted in a fruit tree patch.,5501,True,1.0,200.0,1.0,1.0,Papaya sapling.png,Papaya sapling
2773,Plant in a plantpot of soil to grow a sapling.,5288,True,46.0,200.0,115.0,69.0,Papaya tree seed 5.png,Papaya tree seed
2774,Used for making notes.,970,True,4.0,13000.0,10.0,6.0,Papyrus.png,Papyrus
2775,I have the sudden urge to rob the bank...,12399,True,720.0,4.0,1800.0,1080.0,Partyhat & specs.png,Partyhat & specs
2776,"A set containing red, yellow, blue, purple, green and white partyhats.",13173,False,4.0,5.0,10.0,6.0,Partyhat set.png,Partyhat set
2777,Potentially pastry.,1953,False,1.0,13000.0,1.0,1.0,Pastry dough.png,Pastry dough
2778,A pat of freshly churned butter.,6697,True,1.0,11000.0,4.0,2.0,Pat of butter.png,Pat of butter
2779,"Life and death, old and new, day and night. Balance is the key to all.",20226,True,32.0,5.0,80.0,48.0,Peaceful blessing.png,Peaceful blessing
2780,Pearl bolt tips.,46,True,4.0,11000.0,12.0,7.0,Pearl bolt tips 5.png,Pearl bolt tips
2781,Pearl tipped Iron crossbow bolts.,880,True,5.0,11000.0,13.0,7.0,Pearl bolts 5.png,Pearl bolts
2782,Enchanted Pearl tipped Iron Crossbow Bolts.,9238,True,6.0,11000.0,15.0,9.0,Pearl bolts (e) 5.png,Pearl bolts (e)
2783,"Dragon crossbow bolts, tipped with pearl.",21959,True,260.0,11000.0,650.0,390.0,Pearl dragon bolts 5.png,Pearl dragon bolts
2784,"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,True,272.0,11000.0,680.0,408.0,Pearl dragon bolts (e) 5.png,Pearl dragon bolts (e)
2785,A pair of upgraded ranger boots.,13237,True,30000.0,15.0,75000.0,45000.0,Pegasian boots.png,Pegasian boots
2786,A powerful crystal of flight.,13229,True,18000.0,15.0,45000.0,27000.0,Pegasian crystal.png,Pegasian crystal
2787,Thankfully this doesn't reset every week.,12428,True,480.0,4.0,1200.0,720.0,Penguin mask.png,Penguin mask
2788,A perfected blueprint for a quetzal whistle.,29256,True,3000.0,50.0,7500.0,4500.0,Perfected quetzal whistle blueprint.png,Perfected quetzal whistle blueprint
2789,Teleports you to Pest control.,12407,True,4.0,10000.0,10.0,6.0,Pest control teleport.png,Pest control teleport
2790,I can grind things for potions in this.,233,True,1.0,40.0,4.0,2.0,Pestle and mortar.png,Pestle and mortar
2791,This sceptre has no remaining charges.,26945,True,33333.0,,83334.0,50000.0,Pharaoh's sceptre (uncharged).png,Pharaoh's sceptre (uncharged)
2792,"In case of emergency, wear necklace.",11090,True,1620.0,10000.0,4050.0,2430.0,Phoenix necklace.png,Phoenix necklace
2793,The remains of a deadly shade.,3398,True,1.0,7500.0,1.0,1.0,Phrin remains.png,Phrin remains
2794,Deceptively pie shaped.,2313,False,1.0,500.0,3.0,1.0,Pie dish.png,Pie dish
2795,Lots of pie recipes for me to try.,7162,True,2.0,15.0,5.0,3.0,Pie recipe book.png,Pie recipe book
2796,I need to find a filling for this pie.,2315,False,1.0,13000.0,4.0,2.0,Pie shell.png,Pie shell
2797,Some nicely cooked pike.,351,False,8.0,6000.0,20.0,12.0,Pike.png,Pike
2798,A little heap of salt.,4689,True,8.0,15.0,20.0,12.0,Pile of salt.png,Pile of salt
2799,A real community of the pillar.,31484,True,41.0,,104.0,62.0,Pillar coral.png,Pillar coral
2800,This can be propagated in a coral nursery.,31513,True,20.0,600.0,52.0,31.0,Pillar frag.png,Pillar frag
2801,I need another ingredient to finish this Pillar potion.,31665,True,10.0,,25.0,15.0,Pillar potion (unf).png,Pillar potion (unf)
2802,It can be cut up into something more manageable with a knife.,2114,True,1.0,13000.0,2.0,1.0,Pineapple.png,Pineapple
2803,Fresh chunks of pineapple.,2116,True,1.0,13000.0,1.0,1.0,Pineapple chunks.png,Pineapple chunks
2804,A tropicana pizza.,2301,True,40.0,10000.0,100.0,60.0,Pineapple pizza.png,Pineapple pizza
2805,A fresh healthy fruit mix.,2048,True,12.0,2000.0,30.0,18.0,Pineapple punch.png,Pineapple punch
2806,Exotic fruit.,2118,True,1.0,13000.0,1.0,1.0,Pineapple ring.png,Pineapple ring
2807,This sapling is ready to be replanted in a fruit tree patch.,5500,True,1.0,200.0,1.0,1.0,Pineapple sapling.png,Pineapple sapling
2808,Plant in a plantpot of soil to grow a sapling.,5287,True,29.0,200.0,74.0,44.0,Pineapple seed 5.png,Pineapple seed
2809,Stylish!,12309,True,90.0,4.0,225.0,135.0,Pink boater.png,Pink boater
2810,"They're soft, silky and pink.",626,True,80.0,150.0,200.0,120.0,Pink boots.png,Pink boots
2811,It's a bit pink.,6959,True,1.0,150.0,1.0,1.0,Pink cape.png,Pink cape
2812,A well made elegant ladies' pink blouse.,12339,True,800.0,4.0,2000.0,1200.0,Pink elegant blouse.png,Pink elegant blouse
2813,A rather elegant pair of men's pink pantaloons.,12317,True,800.0,4.0,2000.0,1200.0,Pink elegant legs.png,Pink elegant legs
2814,A well made elegant men's pink shirt.,12315,True,800.0,4.0,2000.0,1200.0,Pink elegant shirt.png,Pink elegant shirt
2815,A rather elegant pink skirt.,12341,True,800.0,4.0,2000.0,1200.0,Pink elegant skirt.png,Pink elegant skirt
2816,A silly pink pointed hat.,656,True,64.0,150.0,160.0,96.0,Pink hat.png,Pink hat
2817,A minimalist's hat.,12305,True,16.0,4.0,40.0,24.0,Pink headband.png,Pink headband
2818,Made by Tree Gnomes with a thing for pink.,646,True,72.0,150.0,180.0,108.0,Pink robe bottoms.png,Pink robe bottoms
2819,"The ultimate in gnome design, now in pink!",636,True,72.0,150.0,180.0,108.0,Pink robe top.png,Pink robe top
2820,A ladies skirt.,1013,False,1.0,150.0,2.0,1.0,Pink skirt.png,Pink skirt
2821,Essential pirate wear.,7130,True,40.0,150.0,100.0,60.0,Pirate bandana (blue).png,Pirate bandana (blue)
2822,Essential pirate wear.,7136,True,40.0,150.0,100.0,60.0,Pirate bandana (brown).png,Pirate bandana (brown)
2823,Essential pirate wear.,7124,True,40.0,150.0,100.0,60.0,Pirate bandana (red).png,Pirate bandana (red)
2824,Essential pirate wear.,7112,True,40.0,150.0,100.0,60.0,Pirate bandana (white).png,Pirate bandana (white)
2825,Not for land lubbers.,7114,True,140.0,150.0,350.0,210.0,Pirate boots.png,Pirate boots
2826,All I need now is a parrot.,12412,True,1200.0,150.0,3000.0,1800.0,Pirate hat & patch.png,Pirate hat & patch
2827,A sea worthy pair of trousers.,7116,True,140.0,150.0,350.0,210.0,Pirate leggings (beige).png,Pirate leggings (beige)
2828,A sea worthy pair of trousers.,7132,True,140.0,150.0,350.0,210.0,Pirate leggings (blue).png,Pirate leggings (blue)
2829,A sea worthy pair of trousers.,7138,True,140.0,150.0,350.0,210.0,Pirate leggings (brown).png,Pirate leggings (brown)
2830,A sea worthy pair of trousers.,7126,True,140.0,150.0,350.0,210.0,Pirate leggings (red).png,Pirate leggings (red)
2831,Shiver me timbers!,2651,True,72.0,4.0,180.0,108.0,Pirate's hat.png,Pirate's hat
2832,You should see the shark...,2997,True,35.0,4.0,89.0,53.0,Pirate's hook.png,Pirate's hook
2833,A stained glass banner displaying the sigil of house Piscarilius.,20260,True,28.0,4.0,70.0,42.0,Piscarilius banner.png,Piscarilius banner
2834,A rare hood from Piscarilius.,20122,True,1.0,4.0,1.0,1.0,Piscarilius hood.png,Piscarilius hood
2835,A blue scarf adorned with a sea shell.,19952,True,4000.0,4.0,10000.0,6000.0,Piscarilius scarf.png,Piscarilius scarf
2836,Teleports you to Piscatoris.,12408,True,4.0,10000.0,10.0,6.0,Piscatoris teleport.png,Piscatoris teleport
2837,Official explorer headgear!,12516,True,344.0,4.0,860.0,516.0,Pith helmet.png,Pith helmet
2838,Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,True,4.0,11000.0,10.0,6.0,Pitta bread.png,Pitta bread
2839,I need to add some tomato next.,2283,False,1.0,11000.0,4.0,2.0,Pizza base.png,Pizza base
2840,A cheese and tomato pizza.,2289,False,16.0,10000.0,40.0,24.0,Plain pizza.png,Plain pizza
2841,A plank of wood!,960,False,1.0,13000.0,1.0,1.0,Plank.png,Plank
2842,Use this on plants to cure disease.,6036,True,16.0,2000.0,40.0,24.0,Plant cure.png,Plant cure
2843,A red and black pointed snail shell helmet.,3339,True,120.0,150.0,300.0,180.0,Pointed blood'n'tar snelm.png,Pointed blood'n'tar snelm
2844,A moody blue pointed snail shell helmet.,3343,True,120.0,150.0,300.0,180.0,Pointed bruise blue snelm.png,Pointed bruise blue snelm
2845,A swamp coloured pointed snail shell helmet.,3337,True,120.0,150.0,300.0,180.0,Pointed myre snelm.png,Pointed myre snelm
2846,A muddy yellow coloured pointed snail shell helmet.,3341,True,120.0,150.0,300.0,180.0,Pointed ochre snelm.png,Pointed ochre snelm
2847,This stuff looks nasty.,273,False,1.0,15.0,1.0,1.0,Poison (item).png,Poison (item)
2848,A cup of a strange brew...,197,True,8.0,2000.0,20.0,12.0,Poison chalice.png,Poison chalice
2849,"They look sweet and juicy, but only a fool would eat them.",6018,True,26.0,11000.0,65.0,39.0,Poison ivy berries.png,Poison ivy berries
2850,A poison ivy bush seed - plant in a bush patch.,5106,True,66.0,200.0,166.0,99.0,Poison ivy seed 5.png,Poison ivy seed
2851,These should make me harder to spot in polar areas.,10067,True,8.0,,20.0,12.0,Polar camo legs.png,Polar camo legs
2852,These should make me harder to spot in polar areas.,28860,True,8.0,,20.0,12.0,Polar camo legs.png,Polar camo legs (equipped)
2853,This should make me harder to spot in polar areas.,10065,True,8.0,,20.0,12.0,Polar camo top.png,Polar camo top
2854,This should make me harder to spot in polar areas.,28857,True,8.0,,20.0,12.0,Polar camo top.png,Polar camo top (equipped)
2855,A thick fur for a cold climate.,10117,True,4.0,100.0,10.0,6.0,Polar kebbit fur.png,Polar kebbit fur
2856,Shiny!,10496,True,1.0,15.0,1.0,1.0,Polished buttons.png,Polished buttons
2857,This pot is empty.,1931,False,1.0,13000.0,1.0,1.0,Pot.png,Pot
2858,This should fit on a normal-sized pot.,4440,True,6.0,15.0,15.0,9.0,Pot lid.png,Pot lid
2859,It's cornflour in a pot.,7468,True,4.0,15.0,10.0,6.0,Pot of cornflour.png,Pot of cornflour
2860,Fresh cream.,2130,True,1.0,13000.0,2.0,1.0,Pot of cream.png,Pot of cream
2861,There is flour in this pot.,1933,False,4.0,13000.0,10.0,6.0,Pot of flour.png,Pot of flour
2862,This could be used to make a good stew.,1942,False,1.0,13000.0,1.0,1.0,Potato.png,Potato
2863,How am I supposed to eat that?!,3138,True,1.0,11000.0,1.0,1.0,Potato cactus.png,Potato cactus
2864,A Potato cactus seed - plant in a cactus patch.,22873,True,56.0,200.0,140.0,84.0,Potato cactus seed 5.png,Potato cactus seed
2865,A potato seed - plant in an allotment.,5318,True,1.0,600.0,2.0,1.0,Potato seed 5.png,Potato seed
2866,A baked potato with butter.,6703,True,3.0,13000.0,8.0,4.0,Potato with butter.png,Potato with butter
2867,A baked potato with butter and cheese.,6705,True,3.0,13000.0,8.0,4.0,Potato with cheese.png,Potato with cheese
2868,There are 10 potatoes in this sack.,5438,True,1.0,600.0,1.0,1.0,Potatoes(10).png,Potatoes(10)
2869,Little ornament in the shape of a scarab.,9032,True,4.0,13000.0,10.0,6.0,Pottery scarab.png,Pottery scarab
2870,A small statuette.,9036,True,4.0,13000.0,10.0,6.0,Pottery statuette.png,Pottery statuette
2871,One dose of fishy Prayer potion.,11467,True,30.0,2000.0,76.0,45.0,Prayer mix(1).png,Prayer mix(1)
2872,Two doses of fishy Prayer potion.,11465,True,45.0,2000.0,114.0,68.0,Prayer mix(2).png,Prayer mix(2)
2873,1 dose of Prayer restore potion.,143,True,30.0,2000.0,76.0,45.0,Prayer potion(1).png,Prayer potion(1)
2874,2 doses of Prayer restore potion.,141,True,45.0,2000.0,114.0,68.0,Prayer potion(2).png,Prayer potion(2)
2875,3 doses of Prayer restore potion.,139,True,60.0,2000.0,152.0,91.0,Prayer potion(3).png,Prayer potion(3)
2876,4 doses of Prayer restore potion.,2434,True,76.0,2000.0,190.0,114.0,Prayer potion(4).png,Prayer potion(4)
2877,1 dose of Prayer Regeneration potion.,30134,True,60.0,2000.0,150.0,90.0,Prayer regeneration potion(1).png,Prayer regeneration potion(1)
2878,2 doses of Prayer Regeneration potion.,30131,True,80.0,2000.0,200.0,120.0,Prayer regeneration potion(2).png,Prayer regeneration potion(2)
2879,3 doses of Prayer Regeneration potion.,30128,True,100.0,2000.0,250.0,150.0,Prayer regeneration potion(3).png,Prayer regeneration potion(3)
2880,4 doses of Prayer Regeneration potion.,30125,True,120.0,2000.0,300.0,180.0,Prayer regeneration potion(4).png,Prayer regeneration potion(4)
2881,A premade Blurberry Special,2028,True,12.0,2000.0,30.0,18.0,Premade blurb' sp..png,Premade blurb' sp.
2882,A Premade Cheese and Tomato Batta.,2223,True,48.0,6000.0,120.0,72.0,Premade c+t batta.png,Premade c+t batta
2883,Some Premade chocchip crunchies.,2239,True,34.0,6000.0,85.0,51.0,Premade ch' crunch.png,Premade ch' crunch
2884,A premade Chocolate Bomb.,2229,True,64.0,6000.0,160.0,96.0,Premade choc bomb.png,Premade choc bomb
2885,A premade Chocolate Saturday.,2030,True,12.0,2000.0,30.0,18.0,Premade choc s'dy.png,Premade choc s'dy
2886,A premade Drunk Dragon.,2032,True,12.0,2000.0,30.0,18.0,Premade dr' dragon.png,Premade dr' dragon
2887,A premade Fruit Blast.,2034,True,12.0,2000.0,30.0,18.0,Premade fr' blast.png,Premade fr' blast
2888,A premade Fruit Batta.,2225,True,48.0,6000.0,120.0,72.0,Premade fr't batta.png,Premade fr't batta
2889,A premade Pineapple punch.,2036,True,12.0,2000.0,30.0,18.0,Premade p' punch.png,Premade p' punch
2890,Some premade Spicy Crunchies.,2241,True,34.0,6000.0,85.0,51.0,Premade s'y crunch.png,Premade s'y crunch
2891,A premade Short Green Guy.,2038,True,12.0,2000.0,30.0,18.0,Premade sgg.png,Premade sgg
2892,A Premade Toad Batta.,2221,True,48.0,6000.0,120.0,72.0,Premade t'd batta.png,Premade t'd batta
2893,Some premade Toad Crunchies.,2243,True,34.0,6000.0,85.0,51.0,Premade t'd crunch.png,Premade t'd crunch
2894,A premade Tangled Toads Legs.,2231,True,64.0,6000.0,160.0,96.0,Premade ttl.png,Premade ttl
2895,A premade Vegetable Ball.,2235,True,60.0,6000.0,150.0,90.0,Premade veg ball.png,Premade veg ball
2896,A Premade Vegetable Batta.,2227,True,48.0,6000.0,120.0,72.0,Premade veg batta.png,Premade veg batta
2897,A premade Worm Batta.,2219,True,48.0,6000.0,120.0,72.0,Premade w'm batta.png,Premade w'm batta
2898,Some Premade Worm Crunchies.,2237,True,34.0,6000.0,85.0,51.0,Premade w'm crun'.png,Premade w'm crun'
2899,A Premade Wizard Blizzard.,2040,True,12.0,2000.0,30.0,18.0,Premade wiz blz'd.png,Premade wiz blz'd
2900,A premade Worm Hole.,2233,True,60.0,6000.0,150.0,90.0,Premade worm hole.png,Premade worm hole
2901,Bottom half of a priest suit.,428,False,2.0,150.0,5.0,3.0,Priest gown (bottom).png,Priest gown (bottom)
2902,Top half of a priest suit.,426,False,2.0,150.0,5.0,3.0,Priest gown (top).png,Priest gown (top)
2903,A pair of upgraded dragon boots.,13239,True,30000.0,15.0,75000.0,45000.0,Primordial boots.png,Primordial boots
2904,A powerful crystal of strength.,13231,True,18000.0,15.0,45000.0,27000.0,Primordial crystal.png,Primordial crystal
2905,"A giant mosquito's proboscis, aerodynamic and sharp!",6319,True,2.0,100.0,5.0,3.0,Proboscis 1000.png,Proboscis
2906,A Proselyte Temple Knight's leg armour.,9676,True,4000.0,70.0,10000.0,6000.0,Proselyte cuisse.png,Proselyte cuisse
2907,Proselyte level armour pack.,9670,True,10000.0,70.0,25000.0,15000.0,Proselyte harness f.png,Proselyte harness f
