item_id,timestamp,avg_high_price,avg_low_price,high_volume,low_volume
10147,1770915600,50,50,53,5
10148,1770915600,229,202,130,1
10156,1770915600,6000,3041,5,2
10158,1770915600,150,180,47,1200
10159,1770915600,19,13,606,2
10280,1770915600,2566,2796,1,12
10284,1770915600,1384,1000,4,4
10286,1770915600,72520,65660,6,3
10294,1770915600,22654,21348,2,2
10302,1770915600,1972,1939,1,2
10304,1770915600,1922,1919,2,2
10306,1770915600,5610,5500,1,1
10320,1770915600,19500,7389,1,1
10322,1770915600,76251,20000,2,3
10324,1770915600,6426,6276,2,3
10326,1770915600,64,70,14,525
10327,1770915600,64,68,60,418
10336,1770915600,11109040,10500002,2,1
10346,1770915600,124500000,120304326,1,1
10364,1770915600,15592,17567,22,31
10366,1770915600,9998,9456,1,7
10368,1770915600,118024,114562,7,4
10370,1770915600,116744,109127,7,8
10372,1770915600,238435,222999,12,7
10374,1770915600,88000,80315,4,7
10376,1770915600,15437,5000,7,2
10378,1770915600,105579,101985,6,5
10380,1770915600,173320,166534,11,12
10382,1770915600,85137,71349,8,10
10384,1770915600,48484,46881,4,2
10386,1770915600,106350,102091,13,7
10388,1770915600,212852,198793,10,9
10390,1770915600,66430,53668,5,3
10392,1770915600,16000,7500,1,3
10394,1770915600,3123006,3008595,9,6
10396,1770915600,12444,2684,1,1
10400,1770915600,20000,6418,5,2
10402,1770915600,1291,250,1,1
10420,1770915600,2975,1951,1,2
10422,1770915600,4500,1553,1,1
10440,1770915600,3896,3500,4,2
10442,1770915600,6000,3250,1,1
10444,1770915600,7500,2600,1,4
10446,1770915600,24935,13004,12,8
10448,1770915600,11000,8494,1,11
10450,1770915600,13892,11500,3,4
10452,1770915600,7778,6464,4,4
10456,1770915600,10286,9005,7,4
10458,1770915600,64000,49376,2,1
10460,1770915600,81484,76500,7,4
10466,1770915600,35000,35000,1,3
10468,1770915600,48806,42556,6,3
10470,1770915600,4150,1000,2,1
10474,1770915600,8368,7200,1,3
10476,1770915600,5927,5782,1513,17025
10496,1770915600,1797,1068,28,11
10564,1770915600,77945,76533,3,9
10810,1770915600,682,660,1819,1159
10822,1770915600,1626,1001,9,3
10824,1770915600,3495,1733,7,3
10828,1770915600,50805,49450,159,200
10925,1770915600,19219,18765,4048,1984
10973,1770915600,800,700,16,5
11037,1770915600,316963,300686,28,12
11061,1770915600,2883,1842,16,1
11069,1770915600,249,217,897,108
11072,1770915600,473,517,12,13
11076,1770915600,737,706,26,20
11079,1770915600,871,840,6,3
11085,1770915600,1153,1176,36,1221
11088,1770915600,1131,1165,299,49
11090,1770915600,2260,2252,4200,1439
11092,1770915600,1995,1986,246,910
11095,1770915600,2189,2130,682,14
11105,1770915600,12116,12012,59,15
11113,1770915600,11901,11895,10,357
11115,1770915600,11750,11521,350,399
11118,1770915600,12463,12117,13,15
11126,1770915600,12249,12100,1073,1460
11128,1770915600,2307575,2249591,10,19
11133,1770915600,2265246,2219544,26,10
11200,1770915600,36332,35000,3,13
11212,1770915600,2456,2409,95933,53552
11229,1770915600,3686,3539,9929,3791
11230,1770915600,1444,1405,124140,90114
11232,1770915600,1883,1805,38427,54241
11234,1770915600,2524,2301,2260,2246
11235,1770915600,1199193,1172660,26,29
11237,1770915600,2447,2400,10545,50939
11240,1770915600,1298,1286,1,47
11242,1770915600,1894,1892,9803,624
11244,1770915600,1600,1478,6,30
11246,1770915600,2193,2086,2101,42
11248,1770915600,3430,3354,1675,1056
11250,1770915600,4148,4109,2025,1430
11252,1770915600,22530,22801,2068,2067
11254,1770915600,39167,39071,3,397
11256,1770915600,371000,362732,1,62
11260,1770915600,633,627,7535,15252
11280,1770915600,128881,128881,1,1
11284,1770915600,3883841,3802985,45,29
11324,1770915600,240,110,16,8
11326,1770915600,44,20,9,90
11328,1770915600,4,4,38,7
11330,1770915600,5,5,22,8
11334,1770915600,11,10,17612,51408
11509,1770915600,1120,971,1,8
11521,1770915600,800,519,1558,15
11785,1770915600,31533870,30941022,16,24
11787,1770915600,53364,50624,10,10
11789,1770915600,88311,77455,4,1
11791,1770915600,7673210,7419201,7,6
11802,1770915600,8926134,8744298,32,21
11804,1770915600,20474913,20123285,24,32
11806,1770915600,28276310,27752490,30,19
11808,1770915600,17886625,17623887,6,14
11824,1770915600,1423520,1375258,3,4
11826,1770915600,8937561,8749782,11,17
11828,1770915600,34478113,33629381,7,6
11830,1770915600,26000825,25432492,5,7
11832,1770915600,27238211,26684092,24,31
11834,1770915600,18380802,18167142,29,32
11836,1770915600,540831,549328,4,3
11838,1770915600,328025,320885,15,15
11840,1770915600,328558,320942,110,142
11875,1770915600,63,62,28444,25987
11889,1770915600,1621023,1593056,26,8
11902,1770915600,40334,40241,6,7
11905,1770915600,637654,609702,17,14
11908,1770915600,54999,48985,3,12
11920,1770915600,493422,481636,25,64
11924,1770915600,1893990,1855111,8,7
11926,1770915600,3886725,3799425,12,11
11930,1770915600,262254,251500,2,5
11936,1770915600,1524,1497,7233,17308
11940,1770915600,4,4,211,8380
11943,1770915600,3940,3840,361,2439
11951,1770915600,932,864,437,2254
11955,1770915600,658,400,571,1
11957,1770915600,327,287,822,279
11959,1770915600,2690,2644,42247,20205
11968,1770915600,12398,12005,1560,109
11972,1770915600,12449,12079,195,109
11978,1770915600,11634,11565,1032,7668
11980,1770915600,13199,13056,2318,313
11994,1770915600,47,46,22000,7535
11998,1770915600,2663219,2585853,11,11
12000,1770915600,2862207,2795106,12,5
12002,1770915600,749436,731598,91,38
12004,1770915600,339374,331486,27,37
12193,1770915600,42901,36869,3,6
12195,1770915600,34557,19000,14,4
12197,1770915600,10843,10389,8,12
12199,1770915600,3428,2308,4,3
12203,1770915600,6737,6400,2,2
12213,1770915600,13784,14510,2,2
12225,1770915600,20026,20001,1,2
12233,1770915600,9917,11250,1,1
12235,1770915600,244082,217883,2,8
12249,1770915600,4090,4013,1,3
12255,1770915600,42321,35000,2,1
12257,1770915600,5471,1156,2,1
12259,1770915600,7757,6236,3,7
12261,1770915600,9393,9000,4,8
12265,1770915600,51230,40001,5,1
12267,1770915600,36721,32500,1,2
12269,1770915600,2083,901,3,1
12271,1770915600,9191,7150,3,7
12273,1770915600,24983,18598,8,8
12281,1770915600,2101,2269,1,3
12283,1770915600,6999,2752,1,2
12289,1770915600,1096,1000,2,2
12295,1770915600,1418,1418,1,4
12297,1770915600,3736,3324,18,116
12301,1770915600,3998,3610,1,3
12313,1770915600,5000,2000,1,3
12319,1770915600,3702,2286,4,1
12327,1770915600,13999,5954,1,2
12329,1770915600,5585,6489,6,5
12331,1770915600,5926,5926,4,8
12333,1770915600,3134,3125,2,4
12351,1770915600,174899,118497,1,1
12355,1770915600,228239,203639,3,2
12361,1770915600,7400,6333,16,3
12373,1770915600,22997,22502,2,1
12379,1770915600,8099,7130,1,1
12381,1770915600,16670,15555,1,1
12383,1770915600,107193,99535,6,37
12385,1770915600,14312,12200,1,2
12387,1770915600,64378,43285,5,3
12402,1770915600,38594,38925,250,15588
12403,1770915600,8884,8375,309,398
12404,1770915600,1158,1069,181,275
12405,1770915600,2707,2501,347,268
12406,1770915600,21021,18245,301,310
12407,1770915600,913,901,197,95
12408,1770915600,2966,2885,242,234
12409,1770915600,5065,7557,14525,842
12410,1770915600,2061,1980,400,178
12411,1770915600,1955,1257,45,312
12445,1770915600,52614,51765,1,1
12447,1770915600,39182,35842,2,2
12449,1770915600,237000,221495,1,2
12451,1770915600,168412,154063,1,3
12455,1770915600,106863,81710,2,4
12464,1770915600,38359,38060,1,6
12466,1770915600,46041,48384,3,4
12472,1770915600,38159,37982,3,3
12474,1770915600,44994,37118,1,2
12476,1770915600,43601,45001,2,3
12480,1770915600,131074,120208,5,4
12484,1770915600,38146,37555,1,1
12486,1770915600,39227,38061,2,1
12488,1770915600,37000,34501,2,1
12490,1770915600,39476,32600,4,5
12492,1770915600,130103,120993,7,12
12494,1770915600,231031,214306,6,16
12496,1770915600,202284,106354,3,6
12498,1770915600,58003,56083,4,4
12500,1770915600,109064,101051,7,7
12502,1770915600,195386,178000,8,10
12504,1770915600,105786,96367,2,3
12506,1770915600,56572,56336,2,5
12508,1770915600,107269,105693,8,6
12510,1770915600,226272,211723,3,4
12512,1770915600,94442,90110,8,7
12524,1770915600,45712,41333,3,3
12526,1770915600,355212,328973,8,5
12530,1770915600,18206,6365,8,6
12534,1770915600,9998,4185,1,3
12596,1770915600,3301308,3218132,7,6
12598,1770915600,735436,698857,2,4
12601,1770915600,641157,620031,18,8
12603,1770915600,247720,235494,7,6
12605,1770915600,108838,103487,37,3
12613,1770915600,1207,1172,3,16
12617,1770915600,5492,3885,5,4
12618,1770915600,5106,3662,2,17
12619,1770915600,20000,4686,2,19
12620,1770915600,3903,3611,8,4
12621,1770915600,7836,2440,2,18
12622,1770915600,2691,2228,3,15
12623,1770915600,2411,2270,7,13
12624,1770915600,9980,2512,2,16
12625,1770915600,5586,5449,12826,6105
12627,1770915600,4330,4267,631,27
12629,1770915600,3038,2758,2,59
12631,1770915600,1473,1429,409,332
12640,1770915600,860,850,16878,17902
12642,1770915600,6647,6460,472,211
12695,1770915600,15202,15010,18583,6570
12697,1770915600,11970,11431,136,188
12699,1770915600,7914,7764,2881,1212
12701,1770915600,3946,3733,1250,108
12775,1770915600,2486,2369,617,385
12776,1770915600,1307,926,47,20
12777,1770915600,769,592,16,9
12778,1770915600,816,660,195,1
12779,1770915600,1201,1085,205,6
12780,1770915600,998,882,335,21
12781,1770915600,363,270,12,1
12782,1770915600,679,600,180,7
12783,1770915600,3543,3312,10,136
12786,1770915600,38601,36369,69,270
12789,1770915600,384241,380011,1,4
12821,1770915600,28219208,27720695,8,8
12825,1770915600,106768860,104609258,7,6
12827,1770915600,107842599,105053167,4,3
12829,1770915600,61730,56275,28,19
12831,1770915600,850022,836664,7,3
12846,1770915600,8884995,6788003,1,1
12863,1770915600,773645,756988,45,31
12869,1770915600,59999,16903,2,3
12871,1770915600,15058,15335,36,3
12873,1770915600,763144,746501,14,13
12875,1770915600,774809,761946,3,4
12877,1770915600,4238537,4210068,42,63
12881,1770915600,4742857,4641174,7,1
12883,1770915600,2259240,2193077,3,4
12900,1770915600,3689985,3614514,14,13
12902,1770915600,11223016,10977123,13,9
12905,1770915600,6275,6251,138,565
12907,1770915600,4788,4500,22,6
12909,1770915600,3202,2900,2,1
12911,1770915600,1499,990,5,4
12913,1770915600,9900,9855,5908,388
12917,1770915600,5334,6180,12,50
12919,1770915600,2663,2646,43,1800
12924,1770915600,10967295,10754389,27,27
12929,1770915600,3704949,3609963,39,34
12932,1770915600,3672993,3588524,9,7
12934,1770915600,182,181,499320,523882
12938,1770915600,14716,14536,650,1064
12960,1770915600,349,306,18,1
12980,1770915600,568999,543640,3,1
13020,1770915600,61047,56000,1,1
13024,1770915600,130844,130845,20,1
13026,1770915600,130630,130630,2,1
13032,1770915600,370404,330938,4,3
13040,1770915600,317242,299000,2,5
13042,1770915600,334735,250000,8,4
13056,1770915600,268708,235713,1,1
13060,1770915600,219158,217604,6,1
13149,1770915600,14031,14031,1,1
13151,1770915600,36429,39582,7,11
13153,1770915600,15052,16529,11,15
13155,1770915600,13453,11500,3,1
13157,1770915600,31200,31000,10,3
13159,1770915600,19815,18000,35,4
13190,1770915600,14182733,14105004,628,183
13229,1770915600,139382,134291,4,4
13231,1770915600,21900000,21827000,1,4
13233,1770915600,2598195,2543052,9,14
13235,1770915600,5248359,5137485,35,24
13237,1770915600,24325647,24073443,26,29
13239,1770915600,22928076,22646784,27,18
13249,1770915600,31470,28778,166,237
13256,1770915600,100000,80001,2,1
13263,1770915600,18654385,18331495,20,10
13265,1770915600,2130815,2070999,6,4
13271,1770915600,2110999,2078465,9,20
13383,1770915600,2879,2732,2,211
13385,1770915600,9408,8333,21,11
13387,1770915600,8977,8629,55,36
13389,1770915600,9063,7585,48,21
13391,1770915600,13,13,16846,23679
13421,1770915600,11,9,1054,17163
13431,1770915600,105,102,10743,18
13439,1770915600,1787,1726,77071,60677
13441,1770915600,1896,1844,30429,87788
13448,1770915600,77,77,1,27
13469,1770915600,500,500,8,10
13472,1770915600,143,138,7,13
13475,1770915600,546,528,346,86
13478,1770915600,371,434,9,15
13481,1770915600,918,973,37,38
13484,1770915600,509,458,144,106
13493,1770915600,463,463,25,131
13502,1770915600,2299,1879,4000,484
13508,1770915600,1948,1875,226,340
13511,1770915600,3367,3353,154,140
13573,1770915600,647,633,6708,33659
13576,1770915600,14866216,14609651,56,45
13652,1770915600,46746429,45925956,32,22
13657,1770915600,3249,2973,201,88
13658,1770915600,212,217,20,1
19478,1770915600,742139,729199,5,6
19481,1770915600,1107037,1081615,14,17
19484,1770915600,780,769,7173,8181
19490,1770915600,1790,1684,240,348
19544,1770915600,21089158,20866952,28,18
19547,1770915600,21404893,21056486,58,43
19550,1770915600,21095251,20776891,26,9
19553,1770915600,21308635,21050081,27,30
19580,1770915600,463,454,41641,79352
19582,1770915600,878,855,5796,77242
19615,1770915600,1810,1660,153,167
19617,1770915600,1663,1550,60,10087
19619,1770915600,2107,2052,545,33
19621,1770915600,1938,1910,334,248
19623,1770915600,2487,2230,225,237
19625,1770915600,2595,2379,218,26
19629,1770915600,3000,2820,1021,600
19631,1770915600,3125,3069,132,92
19669,1770915600,935,908,34643,25256
19672,1770915600,4858,4701,515,46
19918,1770915600,3948,3032,2,1
19921,1770915600,352658,338060,11,15
19924,1770915600,310431,293584,4,8
19927,1770915600,283433,267164,16,7
19930,1770915600,488169,474612,11,13
19933,1770915600,309200,290135,6,5
19936,1770915600,427557,412672,15,4
19943,1770915600,5054,5000,4,3
19982,1770915600,570000,578726,1,1
19994,1770915600,567461,522527,3,3
19997,1770915600,922000,873134,1,2
20002,1770915600,200000,175428,1,2
20017,1770915600,15332999,14800000,2,1
20026,1770915600,49999,35001,1,2
20029,1770915600,29643,28822,1,2
20044,1770915600,22330,17443,1,3
20050,1770915600,765978,750000,6,1
20053,1770915600,39322,30194,1,3
20056,1770915600,254558,243007,1,2
20062,1770915600,214402,121423,1,6
20065,1770915600,4275148,4143874,5,8
20068,1770915600,118027,113214,1,1
20071,1770915600,4213757,3981672,1,2
20095,1770915600,9646823,9417670,2,1
20131,1770915600,76250,72500,1,1
20137,1770915600,62508,64110,2,1
20140,1770915600,16000,13682,1,3
20143,1770915600,59602,68124,1,3
20155,1770915600,5706603,5645243,1,2
20166,1770915600,101683,99500,2,2
20193,1770915600,510,510,1,3
20199,1770915600,6058930,5763265,2,2
20205,1770915600,483319,450328,2,3
20214,1770915600,1810696,1727482,5,2
20220,1770915600,7712,6180,9,7
20223,1770915600,14686,11204,18,18
20226,1770915600,5061,4626,16,21
20229,1770915600,4312,4118,8,26
20232,1770915600,6966,6767,11,11
20235,1770915600,5128,4702,19,25
20240,1770915600,5000,2468,4,3
20246,1770915600,8000,3319,3,8
20266,1770915600,6081,4555,1,1
20517,1770915600,359027,345310,13,7
20520,1770915600,234460,221855,24,11
20595,1770915600,228590,220706,15,4
20716,1770915600,1037041,1010889,19,24
20718,1770915600,4306,4128,5550,11510
20727,1770915600,74949,68174,8,11
20730,1770915600,97397,92642,10,15
20733,1770915600,154490,142080,8,5
20736,1770915600,13415,11279,15,16
20739,1770915600,37489,34729,12,2
20756,1770915600,1225610,1222671,11,30
20849,1770915600,421,404,370,1999
20997,1770915600,1594542457,1590534644,7,9
21000,1770915600,18809448,18491622,49,14
21003,1770915600,100864993,99110717,7,13
21006,1770915600,87524759,86217907,13,8
21009,1770915600,333073,318057,16,9
21012,1770915600,47769952,47031982,10,29
21015,1770915600,14676778,14426998,13,9
21018,1770915600,63472337,62431422,6,10
21021,1770915600,147000000,147248961,2,8
21024,1770915600,103792175,103717243,4,9
21028,1770915600,3096617,3032819,15,15
21034,1770915600,21151229,20827229,10,13
21047,1770915600,48074,46830,12,14
21049,1770915600,317862882,314024024,10,5
21090,1770915600,736,624,3297,4258
21093,1770915600,704,637,304,1
21105,1770915600,2984,2811,40,100
21114,1770915600,3281,3250,1540,20
21117,1770915600,596,448,548,298
21123,1770915600,3985,3800,190,232
21126,1770915600,1500,1493,442,7
21129,1770915600,957,673,1237,1
21140,1770915600,4301,4232,712,426
21143,1770915600,1072,1056,930,15366
21146,1770915600,1000,992,230,108
21160,1770915600,1000,723,30,94
21163,1770915600,1172,1158,1386,4667
21166,1770915600,3910,3861,1369,3264
21177,1770915600,1143,1145,1764,581
21180,1770915600,811,806,20,4
21183,1770915600,4188,4183,733,912
21257,1770915600,487,475,510,16
21279,1770915600,2230000,2197804,11,3
21298,1770915600,536775,515805,7,4
21301,1770915600,907291,882797,14,12
21304,1770915600,723104,698557,26,23
21316,1770915600,244,239,5090,23909
21326,1770915600,179,175,411712,163401
21334,1770915600,533,501,197,45
21336,1770915600,1213,1099,193,9511
21338,1770915600,183,183,7000,10145
21347,1770915600,3494,3405,13001,31500
21350,1770915600,228,225,62966,130290
21352,1770915600,672,681,7500,1555
21387,1770915600,66001,60005,3,29
21477,1770915600,454,289,619,85
21480,1770915600,858,820,627,264
21483,1770915600,449,427,19393,4300
21486,1770915600,71,71,4,198
21488,1770915600,364,365,30,559
21490,1770915600,157,192,1700,2387
21504,1770915600,214,214,6257,7840
21512,1770915600,494,358,10,66
21545,1770915600,107,107,3,2
21555,1770915600,30,30,16776,118192
21622,1770915600,78,78,60437,5851
21626,1770915600,8248,7738,21,6
21634,1770915600,25693282,25034418,6,2
21643,1770915600,278981,261034,8,15
21646,1770915600,19044,18350,5,4
21649,1770915600,1683077,1637138,1,1
21652,1770915600,1377,1344,221,1125
21690,1770915600,9999,8222,17,16
21730,1770915600,2119500,2060001,2,2
21733,1770915600,2850870,2789035,15,7
21736,1770915600,80469,76551,11,4
21739,1770915600,35989,30501,11,2
21742,1770915600,4415294,4356006,13,17
21802,1770915600,787,761,764,4850
21804,1770915600,153677,151555,14,19
21807,1770915600,497625,497391,51,130
21817,1770915600,42855,42652,2084,7368
21820,1770915600,174,171,849146,288541
21838,1770915600,14010,13962,1,2
21880,1770915600,288,287,200580,64513
21892,1770915600,2637600,2529294,11,3
21902,1770915600,769616,756987,88,92
21905,1770915600,3035,3028,19471,6547
21928,1770915600,5000,4168,10,50
21930,1770915600,3029,3060,11693,78898
21932,1770915600,3363,3265,6039,4105
21940,1770915600,3462,3388,10174,200
21944,1770915600,3294,3227,132926,31834
21946,1770915600,3195,3117,18178,13979
21948,1770915600,2420,2346,191,1998
21950,1770915600,9207,8990,79,419
21967,1770915600,3218,3214,1585,10572
21969,1770915600,3212,3167,2,200
21978,1770915600,25695,25484,94,17
22003,1770915600,17986642,17692758,16,13
22111,1770915600,96914,89555,4,4
22118,1770915600,452,400,413,81
22124,1770915600,25583,25016,6613,15396
22192,1770915600,950,846,44,30
22195,1770915600,1750,1673,36,87
22198,1770915600,1318,1290,470,549
22201,1770915600,2201,1995,158,456
22204,1770915600,2361,2160,1545,1850
22209,1770915600,23348,22797,1695,122
22212,1770915600,16968,14714,24,93
22215,1770915600,11894,11618,10,46
22218,1770915600,5783,5613,5,10
22246,1770915600,5336762,5179608,8,9
22251,1770915600,66,62,8,22
22272,1770915600,277,267,6,2
22278,1770915600,4381,4157,6,3
22281,1770915600,6120,5912,6,5
22284,1770915600,16909,15992,19,16
22294,1770915600,6988028,6805887,9,9
22296,1770915600,7719947,7500000,4,1
22299,1770915600,3994001,3994001,5,7
22302,1770915600,7989001,7989001,5,6
22305,1770915600,15979001,15979001,4,2
22324,1770915600,32038390,31416071,25,15
22327,1770915600,13580760,13241695,3,12
22328,1770915600,11848512,11537597,2,8
22368,1770915600,4347684,4237406,7,7
22372,1770915600,4222521,4069420,1,1
22438,1770915600,39980982,39651782,12,3
22446,1770915600,11722,11486,3630,7826
22449,1770915600,18952,18404,25,1
22461,1770915600,21730,21322,1690,49
22464,1770915600,15717,15686,269,3
22477,1770915600,40463373,39919107,7,11
22481,1770915600,19865414,19459916,12,14
22486,1770915600,1538601518,1535087908,4,7
22542,1770915600,6830913,6678520,8,5
22547,1770915600,15101699,14828978,5,12
22552,1770915600,5062005,4938359,2,9
22557,1770915600,691357,667427,58,41
22593,1770915600,155,145,9358,4019
22595,1770915600,137,134,28682,5352
22597,1770915600,131,131,14972,3074
22599,1770915600,1161,1115,1331,301
22601,1770915600,1244,1093,334,173
22603,1770915600,764,760,8012,1022
22731,1770915600,60000,51188,2,1
22740,1770915600,70280,35085,1,1
22780,1770915600,1088,1051,5521,837
22783,1770915600,3147,3115,183,814
22786,1770915600,8345,8206,387,2849
22795,1770915600,413,350,161,77
22804,1770915600,9811,9544,4025,1096
22810,1770915600,10984,10886,188,663
22856,1770915600,23823,22760,294,139
22859,1770915600,26400,24228,38,89
22866,1770915600,184845,179271,324,18
22869,1770915600,21503,21282,4,157
22871,1770915600,27324,27000,6,80
22873,1770915600,7,12,11,74
22879,1770915600,5920,5708,2933,2905
22887,1770915600,4071,3897,56,171
22929,1770915600,892,860,1381,157
22935,1770915600,8196,8173,27,519
22949,1770915600,1950,1818,205,20
22951,1770915600,432623,421364,28,14
22954,1770915600,746608,726316,7,4
22960,1770915600,59206,59001,3,3
22966,1770915600,67844000,66622352,1,1
22975,1770915600,3711872,3635473,25,17
22978,1770915600,70369958,69319337,28,33
22983,1770915600,14571725,14191582,18,14
22994,1770915600,793234,779359,13,23
23002,1770915600,13511,13364,26,3
23110,1770915600,162258,154931,1,7
23113,1770915600,149188,142071,14,4
23116,1770915600,339229,313519,5,1
23119,1770915600,399988,372670,1,1
23185,1770915600,2233264,2267661,5,9
23197,1770915600,445000,400250,2,1
23200,1770915600,874008,804000,1,2
23203,1770915600,384000,355000,1,2
23206,1770915600,5096,3995,2,1
23227,1770915600,10177,8281,4,5
23232,1770915600,1000,2761,1,1
23237,1770915600,6410,5100,1,3
23246,1770915600,3230809,3147060,8,7
23249,1770915600,601498,590079,1,1
23264,1770915600,2525214,2335000,1,1
23267,1770915600,8800000,8585000,1,1
23279,1770915600,6149995,6053937,2,1
23285,1770915600,258993,234719,4,8
23288,1770915600,47462,53902,2,2
23291,1770915600,35200,26000,1,2
23294,1770915600,83000,74296,2,1
23297,1770915600,19146,17619,1,1
23300,1770915600,111521,106207,1,7
23303,1770915600,41492,40501,1,1
23306,1770915600,12162,11200,5,2
23309,1770915600,4307,4094,2,1
23324,1770915600,4552,3838,7,1
23354,1770915600,444833,413407,1,2
23360,1770915600,1402895,1386965,1,3
23366,1770915600,2516,2488,1,2
23384,1770915600,13143,10036,1,4
23387,1770915600,4694,4602,73,40
23389,1770915600,504781,485299,38,24
23401,1770915600,9463,9520,1,1
23407,1770915600,1848,1858,2,3
23410,1770915600,18101,18588,2,2
23413,1770915600,45495,45000,1,2
23490,1770915600,145461,144338,638,689
23499,1770915600,36198,33971,120,245
23522,1770915600,19999,10376,1,2
23528,1770915600,400147,390168,12,16
23685,1770915600,20094,19930,9364,5171
23688,1770915600,15432,14778,190,30
23691,1770915600,10177,9640,42,10
23694,1770915600,5097,4972,172,38
23697,1770915600,5084,4892,12,144
23706,1770915600,1197,961,1,1
23709,1770915600,5491,5418,469,172
23718,1770915600,2769,1629,1,2
23721,1770915600,4893,4739,6,4
23733,1770915600,5924,5782,3624,4544
23736,1770915600,7000,4832,40,105
23739,1770915600,2996,2831,5,25
23742,1770915600,1545,1302,57,149
23745,1770915600,2730,2480,622,476
23908,1770915600,69960,55000,7,1
23943,1770915600,2914111,2771829,1,2
23953,1770915600,19986000,19432138,4,3
23956,1770915600,7820823,7702438,61,36
23959,1770915600,2173715,2165609,66,28
23997,1770915600,156653963,152572560,2,1
24187,1770915600,587629,580552,213,39
24229,1770915600,1240966,1209379,145,52
24251,1770915600,20096,19629,267,165
24268,1770915600,17623849,17338707,11,8
24294,1770915600,497634,486309,21,7
24333,1770915600,1598989,1566995,10,3
24336,1770915600,1114,1021,253,11
24417,1770915600,255676146,252404642,3,6
24419,1770915600,36046346,35235327,4,5
24420,1770915600,80072298,80000001,7,1
24421,1770915600,82341099,80173263,3,1
24422,1770915600,51681207,50538128,8,7
24466,1770915600,2098000,1985996,1,2
24488,1770915600,198515283,193995968,5,4
24511,1770915600,201839188,200467000,3,2
24585,1770915600,69245,66266,165,26
24587,1770915600,5932681,5891154,11,3
24589,1770915600,165,162,10511,22246
24592,1770915600,104,99,23297,65097
24595,1770915600,79,77,10026,21014
24598,1770915600,2123,2051,11905,16969
24607,1770915600,263,260,241043,33228
24613,1770915600,65,63,3297,17606
24615,1770915600,58,57,11084,7474
24621,1770915600,85,81,4370,14193
24635,1770915600,26028,25092,1222,452
24644,1770915600,7300,6624,1,3
24774,1770915600,92,84,475,35
24777,1770915600,6623702,6580035,41,10
24844,1770915600,4280203,4155149,6,8
24949,1770915600,827,790,395,2
24953,1770915600,906,898,169,75
24963,1770915600,1399,1317,302,10
25139,1770915600,615,608,20,307
25389,1770915600,83449,78689,4,19
25398,1770915600,44916,37795,3,5
25401,1770915600,83151,74347,5,15
25404,1770915600,157515,156349,36,19
25407,1770915600,28333,24589,11,4
25410,1770915600,40915,40922,19,37
25413,1770915600,78594,78885,65,18
25416,1770915600,150071,147189,92,36
25419,1770915600,5825,5825,211,1
25454,1770915600,19994,18408,1,7
25576,1770915600,452389,435071,6,14
25578,1770915600,2291,2248,330,752
25766,1770915600,93,91,228,9
25769,1770915600,151,151,2446,1606
25772,1770915600,903,900,12,484
25775,1770915600,1850,1765,20,892
25778,1770915600,3687,3377,54,10914
25849,1770915600,207,203,287585,100311
25851,1770915600,484,268,131,9
25853,1770915600,425,421,196814,93896
25857,1770915600,1221,1081,600,941
25862,1770915600,155517321,152818942,8,2
25975,1770915600,5192866,5088951,42,28
25985,1770915600,3939305,3874713,19,23
26219,1770915600,23663272,23189736,39,67
26221,1770915600,58833,58840,1,5
26227,1770915600,55000,22560,1,6
26229,1770915600,22940,22465,2,6
26231,1770915600,7789,7330,250,3981
26233,1770915600,39634273,38966209,8,3
26235,1770915600,91249335,90114382,22,9
26241,1770915600,8409077,8219024,15,23
26243,1770915600,51581574,50976162,14,18
26245,1770915600,38801128,38451915,11,17
26340,1770915600,4692,4680,2,96
26344,1770915600,1824,1910,11,6
26374,1770915600,383791710,379298273,17,8
26382,1770915600,258452479,256169567,6,2
26384,1770915600,209000000,208418118,2,3
26386,1770915600,156947714,154512517,2,5
26390,1770915600,109151,106795,119,267
26421,1770915600,788056,744403,7,7
26479,1770915600,788316,760096,17,12
26945,1770915600,3386520,3322006,17,5
26997,1770915600,2281,2281,100,657
27202,1770915600,2499,2401,570,23
27226,1770915600,14895449,14560873,7,18
27229,1770915600,58149031,56990394,11,6
27232,1770915600,38307598,37426182,6,5
27235,1770915600,24288795,24071959,23,7
27238,1770915600,91746427,90386390,12,9
27241,1770915600,63991454,63224290,8,9
27277,1770915600,914749218,911982829,9,4
27355,1770915600,180723073,180100000,7,1
27612,1770915600,73079277,72223321,13,16
27614,1770915600,14246169,14242810,1,12
27616,1770915600,19,19,530524,1453971
27629,1770915600,6288,6155,957,283
27635,1770915600,3532,3535,23,51
27638,1770915600,2127,2127,8,8
27641,1770915600,115243800,114155806,13,18
27652,1770915600,15402360,15090976,20,22
27657,1770915600,6940179,6798071,38,37
27662,1770915600,5258692,5166932,7,10
27667,1770915600,52726,49154,3,5
27670,1770915600,54919,49000,2,4
27676,1770915600,5321431,5216699,6,5
27681,1770915600,10409734,10355000,2,2
27684,1770915600,1924139,1903893,16,8
27687,1770915600,26998000,26933333,1,6
27690,1770915600,41099798,40518162,43,35
27785,1770915600,5129345,4918281,2,2
27897,1770915600,705,703,92,91
28157,1770915600,37,33,67806,5659
28177,1770915600,2606366,2451028,2,3
28214,1770915600,2458273,2304456,3,2
28217,1770915600,2684937,2612937,15,6
28276,1770915600,44315,41848,6,11
